X,Y,OBJECTID,NAME,NBR,STREETADDR,CITY,ZIP,TYPE,GCSCORE,GCMETHOD,DAFID,POINT_X,POINT_Y
425336.2713,4512820.533,2472,VIVE JUICERY DOWNTOWN LLC,,219 E BROADWAY,SALT LAKE CITY,84111,Retail,92.43000031,Centerlines.StatewideRoads,R112044,425336.2713,4512820.533
402479.3027,4618618.567,2473,SHOPKO HOMETOWN,799,440 W MAIN ST,TREMONTON,84337,Convenience Grocery,100,AddressPoints.AddressGrid,R112150,402479.3027,4618618.567
587504.6654,4461826.108,2474,SHOPKO HOMETOWN,798,1635 E HIGHWAY 40,BALLARD,84066,Convenience Grocery,100,Centerlines.StatewideRoads,R112151,587504.6654,4461826.108
428358.7654,4397660.109,2475,SHOPKO HOMETOWN,557,1174 N MAIN ST,NEPHI,84648,Convenience Grocery,100,Centerlines.StatewideRoads,R112152,428358.7654,4397660.109
408016.0366,4505603.545,2476,GNC,5191,8265 W 3500 S,MAGNA,84044,Health Food,100,AddressPoints.AddressGrid,R112241,408016.0366,4505603.545
420366.0367,4505534.367,2477,JILIB AFRICAN STORE,,1898 W 3500 S,WEST VALLEY CITY,84119,Specialty Grocery,100,AddressPoints.AddressGrid,R112357,420366.0367,4505534.366
418752.8327,4543684.374,2478,SMITHS FOOD & DRUG STORES,277,1370 W 200 N,KAYSVILLE,84037,Grocery Store,100,AddressPoints.AddressGrid,R112495,418752.8327,4543684.374
418567.2719,4568080.636,2479,WANGSGARDS,,145 HARRISVILLE RD,OGDEN,84404,Grocery Store,100,AddressPoints.AddressGrid,R112532,418567.2719,4568080.636
424058.7658,4514714.267,2480,DOLLAR TREE,6531,477 N 300 W,SALT LAKE CITY,84103,Convenience Grocery,100,AddressPoints.AddressGrid,R112538,424058.7658,4514714.267
261467.5662,4135847.434,2481,FAMILY DOLLAR INC,31454,44 N MAIN ST,VEYO,84782,Convenience Grocery,100,AddressPoints.AddressGrid,R112543,261467.5662,4135847.434
426106.4023,4493433.419,2482,CVS/PHARMACY,10556,667 E 9000 S,SANDY,84070,Convenience Grocery,100,AddressPoints.AddressGrid,R112544,426106.4023,4493433.419
261679.6131,4116001.177,2483,FAMILY DOLLAR,31372,445 S 200 E,IVINS,84738,Convenience Grocery,92.43000031,Centerlines.StatewideRoads,R112646,261679.6131,4116001.177
424615.7826,4490318.304,2484,VITAMIN SHOPPE,,10515 S STATE RD,SANDY,84070,Health Food,90.91999817,AddressPoints.AddressGrid,R112823,424615.7826,4490318.304
441223.2612,4458329.513,2485,VITAMIN SHOPPE,,160 E UNIVERSITY PKWY,OREM,84058,Health Food,100,Centerlines.StatewideRoads,R112824,441223.2612,4458329.513
427167.6015,4508615.337,2486,VITAMIN SHOPPE,,1010 E 2100 S,SALT LAKE CITY,84106,Health Food,100,AddressPoints.AddressGrid,R112825,427167.6015,4508615.337
420678.9362,4495887.157,2487,CVS/PHARMACY,10370,7777 S REDWOOD RD,WEST JORDAN,84084,Convenience Grocery,100,AddressPoints.AddressGrid,R112873,420678.9362,4495887.157
425242.8624,4486455.155,2488,PENZEYS SPICES,,280 E 12300 S UNIT 106,DRAPER,84020,Retail,100,AddressPoints.AddressGrid,R112943,425242.8624,4486455.155
420626.77,4505372.056,2489,ZAMBRANO EXPRESS,,3572 S REDWOOD RD,WEST VALLEY CITY,84119,Convenience Grocery,100,AddressPoints.AddressGrid,R113049,420626.77,4505372.056
426359.3468,4512539.42,2490,NATURAL GROCERS,,650 E 400 S,SALT LAKE CITY,84102,Grocery Store,100,Centerlines.StatewideRoads,R113119,426359.3468,4512539.419
634232.0374,4163925.127,2491,SHOPKO HOMETOWN,583,860 S MAIN ST,BLANDING,84511,Convenience Grocery,100,AddressPoints.AddressGrid,R113169,634232.0374,4163925.127
425687.4442,4526255.935,2492,NATURAL GROCERS,,55 W 500 S,BOUNTIFUL,84010,Retail,100,AddressPoints.AddressGrid,R113227,425687.4442,4526255.935
420629.1716,4506350.049,2493,KIM THANH SUPER MARKET,,3086 S REDWOOD RD,WEST VALLEY CITY,84119,Specialty Grocery,100,AddressPoints.AddressGrid,R113303,420629.1716,4506350.049
433254.8922,4469641.266,2494,CVS/PHARMACY,10577,475 E STATE ST,AMERICAN FORK,84003,Convenience Grocery,100,AddressPoints.AddressGrid,R113322,433254.8922,4469641.266
424990.8443,4506587.567,2495,TEJEDAS MARKET,,2963 S STATE ST,SALT LAKE CITY,84115,Retail,100,AddressPoints.AddressGrid,R113412,424990.8443,4506587.567
427402.6137,4505859.984,2496,BRICKYARD CHEVRON,,1111 E 3300 S,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R113433,427402.6137,4505859.984
420423.8249,4559812.54,2497,CVS PHARMACY,10234,4240 HARRISON BLVD,OGDEN,84403,Convenience Grocery,100,Centerlines.StatewideRoads,R113437,420423.8249,4559812.539
424965.1302,4498756.066,2498,GNC,8882,6191 S STATE ST,MURRAY,84107,Health Food,100,AddressPoints.AddressGrid,R113473,424965.1302,4498756.066
263776.7853,4114650.043,2499,HARMONS SANTA CLARA,,3520 PIONEER PKWY,SANTA CLARA,84765,Convenience Grocery,100,AddressPoints.AddressGrid,R113554,263776.7853,4114650.042
263776.7853,4114650.043,2500,HARMONS SANTA CLARA,,3520 PIONEER PKWY,SANTA CLARA,84765,Grocery Store,100,AddressPoints.AddressGrid,R113554,263776.7853,4114650.042
424004.9847,4537554.468,2501,HOMEGOODS,525,260 N STATION PKWY,FARMINGTON,84025,Retail,100,AddressPoints.AddressGrid,R113567,424004.9847,4537554.468
424717.5254,4498613.837,2502,HOMEGOODS,527,6262 S STATE ST,MURRAY,84107,Retail,100,AddressPoints.AddressGrid,R113569,424717.5254,4498613.837
465054.2583,4484816.564,2503,RANCHO MARKET,,434 N MAIN ST,HEBER CITY,84032,Specialty Grocery,100,AddressPoints.AddressGrid,R113934,465054.2583,4484816.564
275671.2957,4108369.116,2504,LINS SUPERMARKET INC,,2928 E MALL DR,ST GEORGE,84790,Convenience Grocery,100,AddressPoints.AddressGrid,R114014,275671.2957,4108369.116
275671.2957,4108369.116,2505,LINS SUPERMARKET INC,,2928 E MALL DR,ST GEORGE,84790,Grocery Store,100,AddressPoints.AddressGrid,R114014,275671.2957,4108369.116
322765.025,4118287.107,2506,HOODOOS GENERAL STORE,,35 LION BLVD,SPRINGDALE,84767,Grocery Store,100,Centerlines.StatewideRoads,R114217,322765.025,4118287.107
356594.3224,4238519.516,2507,SHOPKO HOMETOWN,588,660 N MAIN ST,BEAVER,84713,Convenience Grocery,100,AddressPoints.AddressGrid,R114226,356594.3224,4238519.516
420833.8615,4543808.26,2508,DOLLAR TREE,6704,332 N MAIN ST,KAYSVILLE,84037,Convenience Grocery,100,AddressPoints.AddressGrid,R114227,420833.8615,4543808.26
421015.6564,4505619.277,2509,LA DULCERIA,,1500 W 3500 S,WEST VALLEY CITY,84119,Convenience Grocery,100,AddressPoints.AddressGrid,R114264,421015.6564,4505619.277
512426.5449,4392341.093,2510,R & A MARKET & DELI,,408 S MAIN ST,HELPER,84526,Grocery Store,100,AddressPoints.AddressGrid,R114358,512426.5449,4392341.093
432969.6947,4425359.487,2511,IVANOVS MARKET,,11 E MAIN ST,SANTAQUIN,84655,Specialty Grocery,100,Centerlines.StatewideRoads,R114372,432969.6947,4425359.487
410459.3117,4552267.879,2512,SMITHS FOOD & DRUG,272,217 N 2000 W,WEST POINT,84015,Supermarket,100,AddressPoints.AddressGrid,R114394,410459.3117,4552267.879
353995.1832,4126429.948,2513,FAMILY DOLLAR INC,31736,420 W STATE ST,ORDERVILLE,84758,Convenience Grocery,100,Centerlines.StatewideRoads,R114508,353995.1832,4126429.948
434500.2461,4474086.979,2514,DOLLAR TREE,6115,4722 W 10040 N,CEDAR HILLS,84062,Convenience Grocery,100,AddressPoints.AddressGrid,R114673,434500.2461,4474086.979
418047.6012,4495715.274,2515,DOLLAR TREE,6297,3245 W 7800 S STE E,WEST JORDAN,84088,Convenience Grocery,100,AddressPoints.AddressGrid,R114867,418047.6012,4495715.274
419711.9967,4506430.665,2516,MY PLACE HOTEL,,3074 S DECKER LK DR,WEST VALLEY CITY,84119,Convenience Grocery,100,AddressPoints.AddressGrid,R114965,419711.9967,4506430.665
525736.6996,4247329.929,2517,HOLLOW MOUNTAIN,,60 N HWY 95,HANKSVILLE,84734,Convenience Grocery,100,Centerlines.StatewideRoads,R11511,525736.6996,4247329.929
296668.8841,4116894.747,2518,SU LUGAR STOP & GO MARKET,,121 W STATE ST,HURRICANE,84737,Specialty Grocery,100,AddressPoints.AddressGrid,R115291,296668.8841,4116894.747
449495.2459,4355925.106,2519,EPHRAIM MARKET FRESH,,475 S MAIN ST,EPHRAIM,84627,Supermarket,100,AddressPoints.AddressGrid,R115465,449495.2459,4355925.106
413490.7386,4503954.239,2520,CVS/PHARMACY,10424,5557 W 4100 S,WEST VALLEY CITY,84128,Convenience Grocery,100,Centerlines.StatewideRoads,R115489,413490.7386,4503954.239
425510.4524,4476249.278,2521,HARMONS TRAVERSE MOUNTAIN,,1750 TRAVERSE PKWY,LEHI,84043,Supermarket,100,AddressPoints.AddressGrid,R115544,425510.4524,4476249.278
372301.9239,4203468.175,2522,BEAR VALLEY,,900 E SR 20,PANGUITCH,84759,Convenience Grocery,96.66999817,Centerlines.StatewideRoads,R115572,372301.9239,4203468.175
413520.492,4488089.527,2523,SMITHS FOOD & DRUG,276,5448 DAYBREAK PKWY,SOUTH JORDAN,84009,Supermarket,100,AddressPoints.AddressGrid,R115619,413520.492,4488089.527
418625.3268,4562128.047,2524,FAST STOP 3186 INC,,3186 WASHINGTON BLVD,OGDEN,84401,Convenience Grocery,100,Centerlines.StatewideRoads,R115688,418625.3268,4562128.047
406726.3407,4158599.083,2525,BRYCE VALLEY KOA,,215 RED ROCK DR,CANNONVILLE,84718,Convenience Grocery,100,AddressPoints.AddressGrid,R115762,406726.3407,4158599.083
415298.2623,4597054.954,2526,SUNRISE FOODMART,,472 N MAIN ST,BRIGHAM CITY,84302,Convenience Grocery,100,AddressPoints.AddressGrid,R115828,415298.2623,4597054.954
445028.4752,4455151.569,2527,SOUTH END MARKET,,820 N 700 E,PROVO,84606,Specialty Grocery,100,AddressPoints.AddressGrid,R115833,445028.4752,4455151.569
417347.9314,4499010.346,2528,DOLLAR TREE,6210,6227 DIXIE DR,WEST JORDAN,84084,Convenience Grocery,100,AddressPoints.AddressGrid,R115863,417347.9314,4499010.346
417625,4505372,2529,DOLLAR TREE,6471,3505 W 3505 S,WEST VALLEY CITY,84119,Convenience Grocery,,Manually Placed,R115973,417625,4505372
424599.9949,4489176.113,2530,SIMPLY FOOD GROUP,,11075 S STATE ST - 12B,SANDY,84093,Retail,90.91999817,AddressPoints.AddressGrid,R116121,424599.9949,4489176.113
428999.7446,4647485.699,2531,JULIE`S MARKETPLACE,,1 N MAIN ST,LEWISTON,84320,Grocery Store,100,AddressPoints.AddressGrid,R116254,428999.7446,4647485.699
585921.6546,4461490.649,2532,UPPER COUNTRY MARKET,,1 MAIN ST,ALTAMONT,84001,Supermarket,92.43000031,Centerlines.StatewideRoads,R116262,585921.6546,4461490.649
296346.1924,4116905.795,2533,SINCLAIR - ERNIE`S TOO,,309 W STATE ST,HURRICANE,84737,Convenience Grocery,100,Centerlines.StatewideRoads,R116443,296346.1924,4116905.795
353006,4125003,2534,KB EXPRESS,9,14215 HIGHWAY 89,ORDERVILLE,84758,Convenience Grocery,,Manually Placed,R116444,353006,4125003
421883.8742,4490478.444,2535,DHANYA SPICES & GROCERIES,,1098 W S JORDAN PKWY - 109,SOUTH JORDAN,84095,Specialty Grocery,90.91999817,AddressPoints.AddressGrid,R116593,421883.8742,4490478.444
417964.7859,4505519.228,2536,BENNY`S MARKET,,3333 W 3500 S,WEST VALLEY CITY,84119,Retail,100,Centerlines.StatewideRoads,R116692,417964.7859,4505519.228
266809.6411,4111521.925,2537,FAMILY FRESH SUSHI LLC,,745 N DIXIE DOWNS DR,ST GEORGE,84770,Specialty Grocery,90.91999817,AddressPoints.AddressGrid,R116705,266809.6411,4111521.925
365108.7082,4357217.353,2538,SHOPKO HOMETOWN,205,94 N 400 E,DELTA,84624,Convenience Grocery,100,Centerlines.StatewideRoads,R116870,365108.7082,4357217.353
425006.0055,4512665.767,2539,BAD SAINT,,350 S STATE ST,SALT LAKE CITY,84111,Convenience Grocery,100,AddressPoints.AddressGrid,R117054,425006.0055,4512665.767
402510.8723,4618431.083,2540,DOLLAR TREE,6450,430 W MAIN ST,TREMONTON,84337,Convenience Grocery,100,Centerlines.StatewideRoads,R117068,402510.8723,4618431.083
404507.5249,4164863.54,2541,CLARK`S COUNTRY MARKET,,141 N MAIN,TROPIC,84776,Grocery Store,90.91999817,AddressPoints.AddressGrid,R117088,404507.5249,4164863.54
424306.8439,4523946.695,2542,SMITHS FOOD & DRUG,93,614 W 2600 S,WOODS CROSS,84010,Supermarket,100,AddressPoints.AddressGrid,R117089,424306.8439,4523946.695
427256.1531,4508645.806,2543,NATURAL GROCERS,,1033 E 2100 S,SALT LAKE CITY,84106,Grocery Store,100,AddressPoints.AddressGrid,R117144,427256.1531,4508645.806
464931.9595,4482916.105,2544,LEE`S MARKETPLACE,,890 S MAIN,HEBER CITY,84032,Supermarket,90.91999817,AddressPoints.AddressGrid,R117145,464931.9595,4482916.105
424387.091,4511338.788,2545,JADE MARKET CENTRAL 9TH,,161 W 900 S,SALT LAKE CITY,84101,Convenience Grocery,100,AddressPoints.AddressGrid,R117200,424387.091,4511338.788
406187.2139,4607847.724,2546,BEAR RIVER COUNTRY MARKET,,4670 W 5900 N,RIVER CITY,84301,Convenience Grocery,100,AddressPoints.AddressGrid,R117309,406187.2139,4607847.724
430379.6348,4620491.098,2547,RANCHERA MARKET,,96 W 100 N,LOGAN,84321,Specialty Grocery,100,AddressPoints.AddressGrid,R117310,430379.6348,4620491.098
430520.2969,4621728.948,2548,RANCHERITA,,700 N 30 W,LOGAN,84321,Specialty Grocery,100,AddressPoints.AddressGrid,R117311,430520.2969,4621728.948
424679.3858,4495264.685,2549,CARDWELL DISTRIBUTING,,8137 S STATE ST,MIDVALE,84047,Convenience Grocery,100,AddressPoints.AddressGrid,R117328,424679.3858,4495264.685
356409.4158,4237846.633,2550,CARDWELL DISTRIBUTING,,215 N MAIN ST,BEAVER,84713,Convenience Grocery,100,AddressPoints.AddressGrid,R117329,356409.4158,4237846.632
413935.7538,4557175.89,2551,ROY SINCLAIR,,5608 S 1900 W,ROY,84067,Convenience Grocery,100,AddressPoints.AddressGrid,R117346,413935.7538,4557175.89
426263.1514,4512282.456,2552,MERCY HOLDINGS LLC,,602 E 500 S,SALT LAKE CITY,84102,Specialty Grocery,100,AddressPoints.AddressGrid,R117377,426263.1514,4512282.456
423843.9128,4510705.415,2553,CASH & CARRY STORE,501,370 W PAXTON AVE,SALT LAKE CITY,84101,Convenience Grocery,100,AddressPoints.AddressGrid,R117378,423843.9128,4510705.415
420495.9718,4500727.117,2554,GNC,6179,1770 W 5400 S,TAYLORSVILLE,84129,Health Food,100,AddressPoints.AddressGrid,R117394,420495.9718,4500727.117
373683.4307,4187087.381,2555,PANGUITCH CHEVRON,,10 E CTR ST,PANGUITCH,84759,Convenience Grocery,100,AddressPoints.AddressGrid,R117528,373683.4307,4187087.381
454068.9454,4508162.646,2556,OIL & VINEGAR JUNCTION,,6300 SAGEWOOD DR STE C,PARK CITY,84098,Specialty Grocery,100,AddressPoints.AddressGrid,R117658,454068.9454,4508162.646
425168.8246,4505767.945,2557,LA TENOCH MINI MARKET,,190 E 3300 S,SOUTH SALT LAKE,84115,Supermarket,100,AddressPoints.AddressGrid,R117727,425168.8246,4505767.945
476001.7098,4498806.365,2558,FOODTOWN ,,145 W 200 S,KAMAS,84036,Supermarket,100,Centerlines.StatewideRoads,R11778,476001.7098,4498806.365
418447.8758,4566357.496,2559,NATURAL GROCERS,,270 12TH ST,OGDEN,84404,Grocery Store,100,AddressPoints.AddressGrid,R117783,418447.8758,4566357.496
419368.2319,4545612.789,2560,WINCO FOODS,139,200 S FORT LN,LAYTON,84041,Grocery Store,100,AddressPoints.AddressGrid,R117948,419368.2319,4545612.788
421587.7021,4522997.346,2561,LEE`S MARKETPLACE,,725 N REDWOOD RD,NORTH SALT LAKE,84054,Supermarket,100,AddressPoints.AddressGrid,R118089,421587.7021,4522997.346
424281.5127,4491326.265,2562,UNIVERSITY CAMPUS STORE,,10011 CENTENNIAL PKWY,SANDY,84070,Convenience Grocery,100,AddressPoints.AddressGrid,R118280,424281.5127,4491326.265
413779.9166,4557098.198,2563,OCEAN MART OF ROY INC,,5651 S 1900 W,ROY,84067,Specialty Grocery,100,AddressPoints.AddressGrid,R118306,413779.9166,4557098.198
416685.2667,4496615.248,2564,MY PLACE HOTEL,,7424 S CAMPUS VIEW DR,WEST JORDAN,84084,Convenience Grocery,100,AddressPoints.AddressGrid,R118383,416685.2667,4496615.248
427539.1618,4504269.438,2565,LORIS GIFTS,,1200 E 3900 S,SALT LAKE CITY,84124,Convenience Grocery,100,AddressPoints.AddressGrid,R118410,427539.1618,4504269.438
420483.8039,4490421.453,2566,APNA BAAZAR,,10482 S REDWOOD RD,SOUTH JORDAN,84095,Specialty Grocery,100,AddressPoints.AddressGrid,R118423,420483.8039,4490421.453
418997.486,4573052.285,2567,GNC,,2564 N 400 E,NORTH OGDEN,84414,Health Food,100,AddressPoints.AddressGrid,R118481,418997.486,4573052.285
429365.6664,4499221.099,2568,KAYS PLACE ,,6070 S HIGHLAND DR,SALT LAKE CITY,84121,Convenience Grocery,100,AddressPoints.AddressGrid,R118542,429365.6664,4499221.099
420472.694,4490124.195,2569,NATURAL GROCERS,,10622 REDWOOD RD,SOUTH JORDAN,84095,Specialty Grocery,100,AddressPoints.AddressGrid,R118654,420472.694,4490124.195
446307.7155,4445673.764,2570,SMITHS MARKETPLACE,271,1117 W 400 S,SPRINGVILLE,84663,Supermarket,100,AddressPoints.AddressGrid,R118751,446307.7155,4445673.763
422002.5602,4469779.853,2571,SMITHS MARKETPLACE,207,689 N REDWOOD RD,SARATOGA SPRINGS,84045,Supermarket,100,AddressPoints.AddressGrid,R118752,422002.5602,4469779.853
420432.125,4505594.489,2572,DULCERIA LA PINATA,,1824 W 3500 S,WEST VALLEY CITY,84119,Specialty Grocery,100,AddressPoints.AddressGrid,R118963,420432.125,4505594.489
413826.5905,4552792.227,2573,DOLLAR TREE,,567 N MAIN ST,CLEARFIELD,84015,Convenience Grocery,100,AddressPoints.AddressGrid,R119299,413826.5905,4552792.227
413400.676,4505785.751,2574,THAI LAO MARKET,,3376 S 5600 W,WEST VALLEY CITY,84120,Specialty Grocery,100,Centerlines.StatewideRoads,R119404,413400.676,4505785.751
425155.4733,4498896.756,2575,SUR LA TABLE,,6117 S STATE ST -B139,MURRAY,84107,Specialty Grocery,90.91999817,AddressPoints.AddressGrid,R119416,425155.4733,4498896.755
418662.1928,4563274.729,2576,HERBS FOR HEALTH OGDEN 1,,2688 WASHINGTON BLVD,OGDEN,84401,Health Food,100,AddressPoints.AddressGrid,R119441,418662.1928,4563274.729
442130.4342,4458509.819,2577,GNC,215,575 E UNIVERSITY PKWY F- 108,OREM,84057,Health Food,90.91999817,AddressPoints.AddressGrid,R119635,442130.4342,4458509.819
417821.2067,4566312.896,2578,GNC,1302,185 W 12TH ST STE F,OGDEN,84404,Health Food,100,AddressPoints.AddressGrid,R119636,417821.2067,4566312.896
445052.5256,4441661.717,2579,GNC,2111,567 E 1000 N,SPANISH FORK,84660,Health Food,100,AddressPoints.AddressGrid,R119637,445052.5256,4441661.717
438633.5335,4462726.027,2580,GNC,2389,1152 W 800 N,OREM,84057,Health Food,100,AddressPoints.AddressGrid,R119638,438633.5335,4462726.027
427382,4486651,2581,GNC,6161,1184 E DRAPER PARKWAY,DRAPER,84020,Health Food,,Manually Placed,R119640,427382,4486651
417203.7819,4497063.568,2582,GNC,6720,7211 S PLAZA CTR DR,WEST JORDAN,84084,Health Food,100,AddressPoints.AddressGrid,R119641,417203.7819,4497063.568
423870.0724,4510867.42,2583,GNC,8621,1094 S 300 W,SALT LAKE CITY,84101,Health Food,100,AddressPoints.AddressGrid,R119642,423870.0724,4510867.42
424977.6253,4505464.136,2584,SINBADS MARKET,,3435 S STATE ST,SOUTH SALT LAKE,84115,Specialty Grocery,100,AddressPoints.AddressGrid,R119780,424977.6253,4505464.136
373422.934,4167593.047,2585,THEGETTIN PLACE LLC,,182 S MAIN ST,HATCH,84735,Convenience Grocery,100,AddressPoints.AddressGrid,R119900,373422.934,4167593.047
420432.125,4505594.489,2586,LA PLACITA TENOCHTITLAN,,1824 W 3500 S STE 107,WEST VALLEY CITY,84118,Supermarket,100,AddressPoints.AddressGrid,R120269,420432.125,4505594.489
425435.44,4504423.305,2587,TEXACO - MIDTOWNE LLC,,315 E 3900 S,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R12040,425435.44,4504423.305
425632.4727,4505827.114,2588,ALI BABA`S GROCERY AND BAKERY,,389 E 3300 S,SALT LAKE CITY,84115,Grocery Store,100,AddressPoints.AddressGrid,R120457,425632.4727,4505827.114
356450.3927,4237219.886,2589,FREMONT MARKET LLC,,195 S MAIN ST,BEAVER,84713,Grocery Store,100,Centerlines.StatewideRoads,R120697,356450.3927,4237219.886
428469.2007,4504809.929,2590,WALMART PICK UP,8855,3701 S HIGHLAND DR,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R120810,428469.2007,4504809.929
415234.3459,4594860.537,2591,ENVIOS Y NOVEDADES COLIMA,,499 S MAIN ST,BRIGHAM CITY,84302,Specialty Grocery,100,AddressPoints.AddressGrid,R120936,415234.3459,4594860.537
447718.471,4438839.266,2592,WAL-MART NEIGHBORHOOD MARKET,,898 S 2550 E,SPANISH FORK,84660,Convenience Grocery,100,AddressPoints.AddressGrid,R121013,447718.471,4438839.266
447718.471,4438839.266,2593,WAL-MART NEIGHBORHOOD MARKET,,898 S 2550 E,SPANISH FORK,84660,Supermarket,100,AddressPoints.AddressGrid,R121013,447718.471,4438839.266
585821.0334,4461796.121,2594,DOLLAR TREE,,113 E 200 N,ROOSEVELT,84066,Grocery Store,100,Centerlines.StatewideRoads,R121175,585821.0334,4461796.121
420399.0043,4485996.574,2595,DOLLAR TREE,,1751 W 12600 S STE 100,RIVERTON,84065,Grocery Store,100,AddressPoints.AddressGrid,R121242,420399.0043,4485996.574
294072.4657,4116903.58,2596,DOLLAR TREE,7263,1675 W STATE ST,HURRICANE,84737,Convenience Grocery,100,AddressPoints.AddressGrid,R121271,294072.4657,4116903.58
413961.0842,4560491.442,2597,RAYKA FOOD MART,,3971 S 1900 W,ROY,84067,Convenience Grocery,100,Centerlines.StatewideRoads,R121411,413961.0842,4560491.442
453818.2082,4508627.867,2598,WHOLE FOODS MARKET,,6598 N LANDMARK DR,PARK CITY,84098,Supermarket,100,AddressPoints.AddressGrid,R121481,453818.2082,4508627.867
422692.2338,4515825.258,2599,QUALITY QUICK STOP,,938 N 900 W,SALT LAKE CITY,84116,Convenience Grocery,100,AddressPoints.AddressGrid,R121536,422692.2338,4515825.258
420675.3443,4515655.889,2600,DOLLAR GENERAL,19311,857 N REDWOOD AVE,SALT LAKE CITY,84116,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R121595,420675.3443,4515655.889
417325.9415,4502382.414,2601,DOLLAR GENERAL,,3646 W 4700 S,WEST VALLEY CITY,84118,Grocery Store,100,AddressPoints.AddressGrid,R121639,417325.9415,4502382.414
